fecha,FER_ultimo,FER_per,FER_bpa,FER_rentabilidad_por_dividendo,FER_precio_valor_contable,FER_ebitda
2015-02-12,"17,235",,,,,
2015-02-13,"17,466",,,,,
2015-02-16,"17,386",,,,,
2015-02-17,"17,381",,,,,
2015-02-18,"17,343",,,,,
2015-02-19,"17,457",,,,,
2015-02-20,"17,452",,,,,
2015-02-23,"17,646",,,,,
2015-02-24,"17,646",,,,,
2015-02-25,"18,047",,,,,
2015-02-26,"17,986",,,,,
2015-02-27,"17,896",,,,,
2015-03-02,"17,764",,,,,
2015-03-03,"17,603",,,,,
2015-03-04,"17,778",,,,,
2015-03-05,"18,000",,,,,
2015-03-06,"17,924",,,,,
2015-03-09,"17,906",,,,,
2015-03-10,"17,896",,,,,
2015-03-11,"18,019",,,,,
2015-03-12,"17,863",,,,,
2015-03-13,"17,920",,,,,
2015-03-16,"18,331",,,,,
2015-03-17,"18,170",,,,,
2015-03-18,"18,198",,,,,
2015-03-19,"18,203",,,,,
2015-03-20,"18,473",,,,,
2015-03-23,"18,487",,,,,
2015-03-24,"18,529",,,,,
2015-03-25,"18,331",,,,,
2015-03-26,"18,217",,,,,
2015-03-27,"18,269",,,,,
2015-03-30,"18,397",,,,,
2015-03-31,"18,709",,,,,
2015-04-01,"19,053",,,,,
2015-04-02,"19,164",,,,,
2015-04-07,"19,708",,,,,
2015-04-08,"19,746",,,,,
2015-04-09,"19,876",,,,,
2015-04-10,"20,040",,,,,
2015-04-13,"20,131",,,,,
2015-04-14,"20,059",,,,,
2015-04-15,"20,049",,,,,
2015-04-16,"19,886",,,,,
2015-04-17,"19,424",,,,,
2015-04-20,"19,563",,,,,
2015-04-21,"19,770",,,,,
2015-04-22,"19,534",,,,,
2015-04-23,"19,443",,,,,
2015-04-24,"19,650",,,,,
2015-04-27,"19,785",,,,,
2015-04-28,"19,833",,,,,
2015-04-29,"19,390",,,,,
2015-04-30,"19,539",,,,,
2015-05-04,"19,823",,,,,
2015-05-05,"19,202",,,,,
2015-05-06,"18,915",,,,,
2015-05-07,"18,735",,,,,
2015-05-08,"19,026",,,,,
2015-05-11,"19,152",,,,,
2015-05-12,"18,963",,,,,
2015-05-13,"19,167",,,,,
2015-05-14,"19,278",,,,,
2015-05-15,"19,060",,,,,
2015-05-18,"19,280",,,,,
2015-05-19,"19,460",,,,,
2015-05-20,"19,430",,,,,
2015-05-21,"19,540",,,,,
2015-05-22,"19,540",,,,,
2015-05-25,"19,160",,,,,
2015-05-26,"19,030",,,,,
2015-05-27,"19,380",,,,,
2015-05-28,"19,230",,,,,
2015-05-29,"18,880",,,,,
2015-06-01,"19,000",,,,,
2015-06-02,"19,010",,,,,
2015-06-03,"18,970",,,,,
2015-06-04,"18,540",,,,,
2015-06-05,"18,530",,,,,
2015-06-08,"18,340",,,,,
2015-06-09,"18,580",,,,,
2015-06-10,"18,810",,,,,
2015-06-11,"18,820",,,,,
2015-06-12,"18,650",,,,,
2015-06-15,"18,340",,,,,
2015-06-16,"18,560",,,,,
2015-06-17,"18,520",,,,,
2015-06-18,"18,550",,,,,
2015-06-19,"18,680",,,,,
2015-06-22,"19,210",,,,,
2015-06-23,"19,310",,,,,
2015-06-24,"19,200",,,,,
2015-06-25,"19,320",,,,,
2015-06-26,"19,500",,,,,
2015-06-29,"18,850",,,,,
2015-06-30,"18,680",,,,,
2015-07-01,"19,060",,,,,
2015-07-02,"19,070",,,,,
2015-07-03,"19,160",,,,,
2015-07-06,"18,940",,,,,
2015-07-07,"18,620",,,,,
2015-07-08,"18,620",,,,,
2015-07-09,"19,040",,,,,
2015-07-10,"19,620",,,,,
2015-07-13,"19,950",,,,,
2015-07-14,"19,940",,,,,
2015-07-15,"20,170",,,,,
2015-07-16,"20,420",,,,,
2015-07-17,"20,530",,,,,
2015-07-20,"20,690",,,,,
2015-07-21,"20,440",,,,,
2015-07-22,"20,570",,,,,
2015-07-23,"20,600",,,,,
2015-07-24,"20,540",,,,,
2015-07-27,"20,270",,,,,
2015-07-28,"20,410",,,,,
2015-07-29,"20,570",,,,,
2015-07-30,"20,500",,,,,
2015-07-31,"21,260",,,,,
2015-08-03,"21,390",,,,,
2015-08-04,"20,960",,,,,
2015-08-05,"20,780",,,,,
2015-08-06,"20,860",,,,,
2015-08-07,"20,620",,,,,
2015-08-10,"20,980",,,,,
2015-08-11,"20,870",,,,,
2015-08-12,"20,370",,,,,
2015-08-13,"20,740",,,,,
2015-08-14,"20,710",,,,,
2015-08-17,"20,810",,,,,
2015-08-18,"20,710",,,,,
2015-08-19,"20,630",,,,,
2015-08-20,"20,170",,,,,
2015-08-21,"19,620",,,,,
2015-08-24,"18,890",,,,,
2015-08-25,"19,790",,,,,
2015-08-26,"19,850",,,,,
2015-08-27,"20,470",,,,,
2015-08-28,"20,420",,,,,
2015-08-31,"20,470",,,,,
2015-09-01,"20,340",,,,,
2015-09-02,"20,240",,,,,
2015-09-03,"20,550",,,,,
2015-09-04,"20,340",,,,,
2015-09-07,"20,380",,,,,
2015-09-08,"20,420",,,,,
2015-09-09,"20,800",,,,,
2015-09-10,"20,970",,,,,
2015-09-11,"20,820",,,,,
2015-09-14,"20,750",,,,,
2015-09-15,"20,940",,,,,
2015-09-16,"21,070",,,,,
2015-09-17,"21,220",,,,,
2015-09-18,"20,850",,,,,
2015-09-21,"21,070",,,,,
2015-09-22,"20,590",,,,,
2015-09-23,"20,610",,,,,
2015-09-24,"20,300",,,,,
2015-09-25,"20,710",,,,,
2015-09-28,"20,610",,,,,
2015-09-29,"20,150",,,,,
2015-09-30,"20,490",,,,,
2015-10-01,"20,650",,,,,
2015-10-02,"20,550",,,,,
2015-10-05,"20,840",,,,,
2015-10-06,"21,060",,,,,
2015-10-07,"20,790",,,,,
2015-10-08,"20,880",,,,,
2015-10-09,"20,510",,,,,
2015-10-12,"20,470",,,,,
2015-10-13,"20,660",,,,,
2015-10-14,"20,450",,,,,
2015-10-15,"20,850",,,,,
2015-10-16,"21,040",,,,,
2015-10-19,"21,110",,,,,
2015-10-20,"21,080",,,,,
2015-10-21,"21,250",,,,,
2015-10-22,"21,500",,,,,
2015-10-23,"21,740",,,,,
2015-10-26,"23,320",,,,,
2015-10-27,"23,100",,,,,
2015-10-28,"23,145",,,,,
2015-10-29,"23,275",,,,,
2015-10-30,"22,960",,,,,
2015-11-02,"21,340",,,,,
2015-11-03,"21,140",,,,,
2015-11-04,"20,940",,,,,
2015-11-05,"21,110",,,,,
2015-11-06,"21,200",,,,,
2015-11-09,"20,720",,,,,
2015-11-10,"20,950",,,,,
2015-11-11,"21,050",,,,,
2015-11-12,"20,750",,,,,
2015-11-13,"20,570",,,,,
2015-11-16,"20,980",,,,,
2015-11-17,"21,170",,,,,
2015-11-18,"21,210",,,,,
2015-11-19,"21,220",,,,,
2015-11-20,"20,970",,,,,
2015-11-23,"21,110",,,,,
2015-11-24,"21,020",,,,,
2015-11-25,"21,050",,,,,
2015-11-26,"21,130",,,,,
2015-11-27,"21,230",,,,,
2015-11-30,"21,240",,,,,
2015-12-01,"21,190",,,,,
2015-12-02,"21,120",,,,,
2015-12-03,"20,550",,,,,
2015-12-04,"20,460",,,,,
2015-12-07,"20,580",,,,,
2015-12-08,"20,400",,,,,
2015-12-09,"20,300",,,,,
2015-12-10,"20,130",,,,,
2015-12-11,"19,680",,,,,
2015-12-14,"19,520",,,,,
2015-12-15,"19,800",,,,,
2015-12-16,"19,600",,,,,
2015-12-17,"19,950",,,,,
2015-12-18,"19,590",,,,,
2015-12-21,"19,310",,,,,
2015-12-22,"19,480",,,,,
2015-12-23,"19,750",,,,,
2015-12-24,"19,950",,,,,
2015-12-28,"19,630",,,,,
2015-12-29,"19,880",,,,,
2015-12-30,"19,840",,,,,
2015-12-31,"19,760",,,,,
2016-01-04,"19,570",,,,,
2016-01-05,"19,620",,,,,
2016-01-06,"19,510",,,,,
2016-01-07,"19,150",,,,,
2016-01-08,"19,010",,,,,
2016-01-11,"18,980",,,,,
2016-01-12,"19,140",,,,,
2016-01-13,"19,020",,,,,
2016-01-14,"18,150",,,,,
2016-01-15,"17,990",,,,,
2016-01-18,"18,250",,,,,
2016-01-19,"18,540",,,,,
2016-01-20,"18,060",,,,,
2016-01-21,"18,410",,,,,
2016-01-22,"18,580",,,,,
2016-01-25,"18,540",,,,,
2016-01-26,"18,510",,,,,
2016-01-27,"18,560",,,,,
2016-01-28,"18,630",,,,,
2016-01-29,"19,080",,,,,
2016-02-01,"19,300",,,,,
2016-02-02,"18,890",,,,,
2016-02-03,"18,610",,,,,
2016-02-04,"18,390",,,,,
2016-02-05,"17,960",,,,,
2016-02-08,"17,110",,,,,
2016-02-09,"16,850",,,,,
2016-02-10,"17,190",,,,,
2016-02-11,"16,390",,,,,
2016-02-12,"16,640",,,,,
2016-02-15,"17,070",,,,,
2016-02-16,"17,240",,,,,
2016-02-17,"17,660",,,,,
2016-02-18,"17,580",,,,,
2016-02-19,"17,400",,,,,
2016-02-22,"17,540",,,,,
2016-02-23,"17,390",,,,,
2016-02-24,"17,070",,,,,
2016-02-25,"17,420",,,,,
2016-02-26,"16,720",,,,,
2016-02-29,"16,890",,,,,
2016-03-01,"17,010",,,,,
2016-03-02,"17,010",,,,,
2016-03-03,"17,140",,,,,
2016-03-04,"17,290",,,,,
2016-03-07,"17,280",,,,,
2016-03-08,"17,240",,,,,
2016-03-09,"17,330",,,,,
2016-03-10,"17,160",,,,,
2016-03-11,"17,510",,,,,
2016-03-14,"17,440",,,,,
2016-03-15,"17,240",,,,,
2016-03-16,"17,240",,,,,
2016-03-17,"17,310",,,,,
2016-03-18,"17,660",,,,,
2016-03-21,"17,820",,,,,
2016-03-22,"17,890",,,,,
2016-03-23,"18,110",,,,,
2016-03-24,"17,930",,,,,
2016-03-29,"17,850",,,,,
2016-03-30,"17,930",,,,,
2016-03-31,"17,890",,,,,
2016-04-01,"17,770",,,,,
2016-04-04,"17,700",,,,,
2016-04-05,"17,340",,,,,
2016-04-06,"17,520",,,,,
2016-04-07,"17,140",,,,,
2016-04-08,"17,280",,,,,
2016-04-11,"17,280",,,,,
2016-04-12,"17,280",,,,,
2016-04-13,"17,520",,,,,
2016-04-14,"18,190",,,,,
2016-04-15,"18,280",,,,,
2016-04-18,"18,320",,,,,
2016-04-19,"18,050",,,,,
2016-04-20,"17,910",,,,,
2016-04-21,"17,830",,,,,
2016-04-22,"17,970",,,,,
2016-04-25,"18,170",,,,,
2016-04-26,"18,360",,,,,
2016-04-27,"18,460",,,,,
2016-04-28,"18,190",,,,,
2016-04-29,"17,800",,,,,
2016-05-02,"17,910",,,,,
2016-05-03,"17,510",,,,,
2016-05-04,"17,230",,,,,
2016-05-05,"17,240",,,,,
2016-05-06,"17,220",,,,,
2016-05-09,"17,220",,,,,
2016-05-10,"17,230",,,,,
2016-05-11,"17,160",,,,,
2016-05-12,"17,050",,,,,
2016-05-13,"17,060",,,,,
2016-05-16,"17,140",,,,,
2016-05-17,"17,260",,,,,
2016-05-18,"17,650",,,,,
2016-05-19,"17,520",,,,,
2016-05-20,"17,680",,,,,
2016-05-23,"17,390",,,,,
2016-05-24,"17,930",,,,,
2016-05-25,"18,120",,,,,
2016-05-26,"18,060",,,,,
2016-05-27,"18,140",,,,,
2016-05-30,"17,990",,,,,
2016-05-31,"18,210",,,,,
2016-06-01,"18,130",,,,,
2016-06-02,"18,210",,,,,
2016-06-03,"18,050",,,,,
2016-06-06,"17,890",,,,,
2016-06-07,"18,200",,,,,
2016-06-08,"17,840",,,,,
2016-06-09,"17,650",,,,,
2016-06-10,"17,300",,,,,
2016-06-13,"16,960",,,,,
2016-06-14,"16,610",,,,,
2016-06-15,"16,630",,,,,
2016-06-16,"16,430",,,,,
2016-06-17,"16,630",,,,,
2016-06-20,"17,820",,,,,
2016-06-21,"17,700",,,,,
2016-06-22,"17,750",,,,,
2016-06-23,"18,080",,,,,
2016-06-24,"16,400",,,,,
2016-06-27,"15,270",,,,,
2016-06-28,"15,880",,,,,
2016-06-29,"16,650",,,,,
2016-06-30,"16,690",,,,,
2016-07-01,"16,940",,,,,
2016-07-04,"16,850",,,,,
2016-07-05,"16,610",,,,,
2016-07-06,"16,500",,,,,
2016-07-07,"16,710",,,,,
2016-07-08,"16,840",,,,,
2016-07-11,"17,180",,,,,
2016-07-12,"17,350",,,,,
2016-07-13,"17,380",,,,,
2016-07-14,"17,240",,,,,
2016-07-15,"17,370",,,,,
2016-07-18,"17,380",,,,,
2016-07-19,"17,440",,,,,
2016-07-20,"17,330",,,,,
2016-07-21,"17,240",,,,,
2016-07-22,"17,270",,,,,
2016-07-25,"17,400",,,,,
2016-07-26,"17,750",,,,,
2016-07-27,"17,880",,,,,
2016-07-28,"17,800",,,,,
2016-07-29,"17,720",,,,,
2016-08-01,"17,370",,,,,
2016-08-02,"17,250",,,,,
2016-08-03,"17,140",,,,,
2016-08-04,"16,950",,,,,
2016-08-05,"16,900",,,,,
2016-08-08,"16,890",,,,,
2016-08-09,"17,130",,,,,
2016-08-10,"17,000",,,,,
2016-08-11,"17,190",,,,,
2016-08-12,"17,190",,,,,
2016-08-15,"17,160",,,,,
2016-08-16,"16,920",,,,,
2016-08-17,"16,690",,,,,
2016-08-18,"16,720",,,,,
2016-08-19,"16,580",,,,,
2016-08-22,"16,700",,,,,
2016-08-23,"16,900",,,,,
2016-08-24,"16,850",,,,,
2016-08-25,"16,690",,,,,
2016-08-26,"16,780",,,,,
2016-08-29,"16,740",,,,,
2016-08-30,"16,860",,,,,
2016-08-31,"16,910",,,,,
2016-09-01,"17,100",,,,,
2016-09-02,"17,330",,,,,
2016-09-05,"17,490",,,,,
2016-09-06,"17,630",,,,,
2016-09-07,"17,660",,,,,
2016-09-08,"17,990",,,,,
2016-09-09,"17,810",,,,,
2016-09-12,"17,590",,,,,
2016-09-13,"17,350",,,,,
2016-09-14,"17,420",,,,,
2016-09-15,"17,450",,,,,
2016-09-16,"17,310",,,,,
2016-09-19,"17,430",,,,,
2016-09-20,"17,360",,,,,
2016-09-21,"17,230",,,,,
2016-09-22,"17,550",,,,,
2016-09-23,"17,510",,,,,
2016-09-26,"17,380",,,,,
2016-09-27,"17,440",,,,,
2016-09-28,"17,520",,,,,
2016-09-29,"17,880",,,,,
2016-09-30,"18,140",,,,,
2016-10-03,"18,090",,,,,
2016-10-04,"17,900",,,,,
2016-10-05,"17,680",,,,,
2016-10-06,"17,410",,,,,
2016-10-07,"16,850",,,,,
2016-10-10,"16,610",,,,,
2016-10-11,"16,700",,,,,
2016-10-12,"16,880",,,,,
2016-10-13,"16,880",,,,,
2016-10-14,"17,170",,,,,
2016-10-17,"17,050",,,,,
2016-10-18,"17,430",,,,,
2016-10-19,"17,260",,,,,
2016-10-20,"17,330",,,,,
2016-10-21,"17,690",,,,,
2016-10-24,"17,830",,,,,
2016-10-25,"17,460",,,,,
2016-10-26,"17,380",,,,,
2016-10-27,"16,790",,,,,
2016-10-28,"16,970",,,,,
2016-10-31,"16,770",,,,,
2016-11-01,"16,480",,,,,
2016-11-02,"16,280",,,,,
2016-11-03,"16,110",,,,,
2016-11-04,"15,830",,,,,
2016-11-07,"15,920",,,,,
2016-11-08,"15,900",,,,,
2016-11-09,"16,110",,,,,
2016-11-10,"15,600",,,,,
2016-11-11,"15,280",,,,,
2016-11-14,"15,170",,,,,
2016-11-15,"15,540",,,,,
2016-11-16,"15,530",,,,,
2016-11-17,"15,820",,,,,
2016-11-18,"15,750",,,,,
2016-11-21,"15,500",,,,,
2016-11-22,"15,460",,,,,
2016-11-23,"15,390",,,,,
2016-11-24,"15,590",,,,,
2016-11-25,"15,660",,,,,
2016-11-28,"15,650",,,,,
2016-11-29,"15,810",,,,,
2016-11-30,"15,830",,,,,
2016-12-01,"15,750",,,,,
2016-12-02,"15,570",,,,,
2016-12-05,"15,530",,,,,
2016-12-06,"15,770",,,,,
2016-12-07,"15,710",,,,,
2016-12-08,"15,870",,,,,
2016-12-09,"15,990",,,,,
2016-12-12,"15,890",,,,,
2016-12-13,"16,250",,,,,
2016-12-14,"16,170",,,,,
2016-12-15,"16,410",,,,,
2016-12-16,"16,250",,,,,
2016-12-19,"16,390",,,,,
2016-12-20,"16,350",,,,,
2016-12-21,"16,600",,,,,
2016-12-22,"16,280",,,,,
2016-12-23,"16,370",,,,,
2016-12-27,"16,300",,,,,
2016-12-28,"16,240",,,,,
2016-12-29,"16,210",,,,,
2016-12-30,"16,080",,,,,
2017-01-02,"16,290","39,11","0,62","4,12","3,23","932,00"
2017-01-03,"16,740","39,11","0,62","4,12","3,23","932,00"
2017-01-04,"16,650","39,11","0,62","4,12","3,23","932,00"
2017-01-05,"16,850","39,11","0,62","4,12","3,23","932,00"
2017-01-06,"16,950","39,11","0,62","4,12","3,23","932,00"
2017-01-09,"17,110","39,11","0,62","4,12","3,23","932,00"
2017-01-10,"17,010","39,11","0,62","4,12","3,23","932,00"
2017-01-11,"17,020","39,11","0,62","4,12","3,23","932,00"
2017-01-12,"16,900","39,11","0,62","4,12","3,23","932,00"
2017-01-13,"17,120","39,11","0,62","4,12","3,23","932,00"
2017-01-16,"16,850","39,11","0,62","4,12","3,23","932,00"
2017-01-17,"16,780","39,11","0,62","4,12","3,23","932,00"
2017-01-18,"16,590","39,11","0,62","4,12","3,23","932,00"
2017-01-19,"16,350","39,11","0,62","4,12","3,23","932,00"
2017-01-20,"16,230","39,11","0,62","4,12","3,23","932,00"
2017-01-23,"16,190","39,11","0,62","4,12","3,23","932,00"
2017-01-24,"16,200","39,11","0,62","4,12","3,23","932,00"
2017-01-25,"16,280","39,11","0,62","4,12","3,23","932,00"
2017-01-26,"16,090","39,11","0,62","4,12","3,23","932,00"
2017-01-27,"16,090","39,11","0,62","4,12","3,23","932,00"
2017-01-30,"15,970","39,11","0,62","4,12","3,23","932,00"
2017-01-31,"15,850","39,11","0,62","4,12","3,23","932,00"
2017-02-01,"15,860","39,11","0,62","4,12","3,23","932,00"
2017-02-02,"15,960","39,11","0,62","4,12","3,23","932,00"
2017-02-03,"16,100","39,11","0,62","4,12","3,23","932,00"
2017-02-06,"16,040","39,11","0,62","4,12","3,23","932,00"
2017-02-07,"15,970","39,11","0,62","4,12","3,23","932,00"
2017-02-08,"16,200","39,11","0,62","4,12","3,23","932,00"
2017-02-09,"16,440","39,11","0,62","4,12","3,23","932,00"
2017-02-10,"16,390","39,11","0,62","4,12","3,23","932,00"
2017-02-13,"16,480","39,11","0,62","4,12","3,23","932,00"
2017-02-14,"16,330","39,11","0,62","4,12","3,23","932,00"
2017-02-15,"16,280","39,11","0,62","4,12","3,23","932,00"
2017-02-16,"16,220","39,11","0,62","4,12","3,23","932,00"
2017-02-17,"16,110","39,11","0,62","4,12","3,23","932,00"
2017-02-20,"16,080","39,11","0,62","4,12","3,23","932,00"
2017-02-21,"16,140","39,11","0,62","4,12","3,23","932,00"
2017-02-22,"16,060","39,11","0,62","4,12","3,23","932,00"
2017-02-23,"16,080","39,11","0,62","4,12","3,23","932,00"
2017-02-24,"16,040","39,11","0,62","4,12","3,23","932,00"
2017-02-27,"16,240","39,11","0,62","4,12","3,23","932,00"
2017-02-28,"16,940","39,11","0,62","4,12","3,23","932,00"
2017-03-01,"17,090","39,11","0,62","4,12","3,23","932,00"
2017-03-02,"17,000","39,11","0,62","4,12","3,23","932,00"
2017-03-03,"16,980","39,11","0,62","4,12","3,23","932,00"
2017-03-06,"16,980","39,11","0,62","4,12","3,23","932,00"
2017-03-07,"16,890","39,11","0,62","4,12","3,23","932,00"
2017-03-08,"16,980","39,11","0,62","4,12","3,23","932,00"
2017-03-09,"17,070","39,11","0,62","4,12","3,23","932,00"
2017-03-10,"16,960","39,11","0,62","4,12","3,23","932,00"
2017-03-13,"16,910","39,11","0,62","4,12","3,23","932,00"
2017-03-14,"16,690","39,11","0,62","4,12","3,23","932,00"
2017-03-15,"16,790","39,11","0,62","4,12","3,23","932,00"
2017-03-16,"17,110","39,11","0,62","4,12","3,23","932,00"
2017-03-17,"17,440","39,11","0,62","4,12","3,23","932,00"
2017-03-20,"17,340","39,11","0,62","4,12","3,23","932,00"
2017-03-21,"17,380","39,11","0,62","4,12","3,23","932,00"
2017-03-22,"17,280","39,11","0,62","4,12","3,23","932,00"
2017-03-23,"17,680","39,11","0,62","4,12","3,23","932,00"
2017-03-24,"17,770","39,11","0,62","4,12","3,23","932,00"
2017-03-27,"17,770","39,11","0,62","4,12","3,23","932,00"
2017-03-28,"17,780","39,11","0,62","4,12","3,23","932,00"
2017-03-29,"17,770","39,11","0,62","4,12","3,23","932,00"
2017-03-30,"17,700","39,11","0,62","4,12","3,23","932,00"
2017-03-31,"17,750","39,11","0,62","4,12","3,23","932,00"
2017-04-03,"17,810","39,11","0,62","4,12","3,23","932,00"
2017-04-04,"17,870","39,11","0,62","4,12","3,23","932,00"
2017-04-05,"17,870","39,11","0,62","4,12","3,23","932,00"
2017-04-06,"18,130","39,11","0,62","4,12","3,23","932,00"
2017-04-07,"18,110","39,11","0,62","4,12","3,23","932,00"
2017-04-10,"18,040","39,11","0,62","4,12","3,23","932,00"
2017-04-11,"18,240","39,11","0,62","4,12","3,23","932,00"
2017-04-12,"18,180","39,11","0,62","4,12","3,23","932,00"
2017-04-13,"18,260","39,11","0,62","4,12","3,23","932,00"
2017-04-18,"18,100","39,11","0,62","4,12","3,23","932,00"
2017-04-19,"18,000","39,11","0,62","4,12","3,23","932,00"
2017-04-20,"17,920","39,11","0,62","4,12","3,23","932,00"
2017-04-21,"17,910","39,11","0,62","4,12","3,23","932,00"
2017-04-24,"18,140","39,11","0,62","4,12","3,23","932,00"
2017-04-25,"18,200","39,11","0,62","4,12","3,23","932,00"
2017-04-26,"18,000","39,11","0,62","4,12","3,23","932,00"
2017-04-27,"18,250","39,11","0,62","4,12","3,23","932,00"
2017-04-28,"18,410","39,11","0,62","4,12","3,23","932,00"
2017-05-02,"18,660","39,11","0,62","4,12","3,23","932,00"
2017-05-03,"18,650","39,11","0,62","4,12","3,23","932,00"
2017-05-04,"18,990","39,11","0,62","4,12","3,23","932,00"
2017-05-05,"18,600","39,11","0,62","4,12","3,23","932,00"
2017-05-08,"18,740","39,11","0,62","4,12","3,23","932,00"
2017-05-09,"18,750","39,11","0,62","4,12","3,23","932,00"
2017-05-10,"18,800","39,11","0,62","4,12","3,23","932,00"
2017-05-11,"18,580","39,11","0,62","4,12","3,23","932,00"
2017-05-12,"18,650","39,11","0,62","4,12","3,23","932,00"
2017-05-15,"18,740","39,11","0,62","4,12","3,23","932,00"
2017-05-16,"18,430","39,11","0,62","4,12","3,23","932,00"
2017-05-17,"18,420","39,11","0,62","4,12","3,23","932,00"
2017-05-18,"18,380","39,11","0,62","4,12","3,23","932,00"
2017-05-19,"18,640","39,11","0,62","4,12","3,23","932,00"
2017-05-22,"18,680","39,11","0,62","4,12","3,23","932,00"
2017-05-23,"18,980","39,11","0,62","4,12","3,23","932,00"
2017-05-24,"19,010","39,11","0,62","4,12","3,23","932,00"
2017-05-25,"18,910","39,11","0,62","4,12","3,23","932,00"
2017-05-26,"19,200","39,11","0,62","4,12","3,23","932,00"
2017-05-29,"19,090","39,11","0,62","4,12","3,23","932,00"
2017-05-30,"18,970","39,11","0,62","4,12","3,23","932,00"
2017-05-31,"19,080","39,11","0,62","4,12","3,23","932,00"
2017-06-01,"19,500","39,11","0,62","4,12","3,23","932,00"
2017-06-02,"19,360","39,11","0,62","4,12","3,23","932,00"
2017-06-05,"19,290","39,11","0,62","4,12","3,23","932,00"
2017-06-06,"19,200","39,11","0,62","4,12","3,23","932,00"
2017-06-07,"19,070","39,11","0,62","4,12","3,23","932,00"
2017-06-08,"18,980","39,11","0,62","4,12","3,23","932,00"
2017-06-09,"18,950","39,11","0,62","4,12","3,23","932,00"
2017-06-12,"18,860","39,11","0,62","4,12","3,23","932,00"
2017-06-13,"19,180","39,11","0,62","4,12","3,23","932,00"
2017-06-14,"19,490","39,11","0,62","4,12","3,23","932,00"
2017-06-15,"19,340","39,11","0,62","4,12","3,23","932,00"
2017-06-16,"19,740","39,11","0,62","4,12","3,23","932,00"
2017-06-19,"19,460","39,11","0,62","4,12","3,23","932,00"
2017-06-20,"19,240","39,11","0,62","4,12","3,23","932,00"
2017-06-21,"19,130","39,11","0,62","4,12","3,23","932,00"
2017-06-22,"19,100","39,11","0,62","4,12","3,23","932,00"
2017-06-23,"19,100","39,11","0,62","4,12","3,23","932,00"
2017-06-26,"19,110","39,11","0,62","4,12","3,23","932,00"
2017-06-27,"18,880","39,11","0,62","4,12","3,23","932,00"
2017-06-28,"18,850","39,11","0,62","4,12","3,23","932,00"
2017-06-29,"18,420","39,11","0,62","4,12","3,23","932,00"
2017-06-30,"18,490","39,11","0,62","4,12","3,23","932,00"
2017-07-03,"18,390","39,11","0,62","4,12","3,23","932,00"
2017-07-04,"18,230","39,11","0,62","4,12","3,23","932,00"
2017-07-05,"18,590","39,11","0,62","4,12","3,23","932,00"
2017-07-06,"17,830","39,11","0,62","4,12","3,23","932,00"
2017-07-07,"17,960","39,11","0,62","4,12","3,23","932,00"
2017-07-10,"17,800","39,11","0,62","4,12","3,23","932,00"
2017-07-11,"17,700","39,11","0,62","4,12","3,23","932,00"
2017-07-12,"18,100","39,11","0,62","4,12","3,23","932,00"
2017-07-13,"18,120","39,11","0,62","4,12","3,23","932,00"
2017-07-14,"17,990","39,11","0,62","4,12","3,23","932,00"
2017-07-17,"18,000","39,11","0,62","4,12","3,23","932,00"
2017-07-18,"17,990","39,11","0,62","4,12","3,23","932,00"
2017-07-19,"18,080","39,11","0,62","4,12","3,23","932,00"
2017-07-20,"17,920","39,11","0,62","4,12","3,23","932,00"
2017-07-21,"17,910","39,11","0,62","4,12","3,23","932,00"
2017-07-24,"17,880","39,11","0,62","4,12","3,23","932,00"
2017-07-25,"17,510","39,11","0,62","4,12","3,23","932,00"
2017-07-26,"17,600","39,11","0,62","4,12","3,23","932,00"
2017-07-27,"17,620","39,11","0,62","4,12","3,23","932,00"
2017-07-28,"17,440","39,11","0,62","4,12","3,23","932,00"
2017-07-31,"17,360","39,11","0,62","4,12","3,23","932,00"
2017-08-01,"17,420","39,11","0,62","4,12","3,23","932,00"
2017-08-02,"17,440","39,11","0,62","4,12","3,23","932,00"
2017-08-03,"17,490","39,11","0,62","4,12","3,23","932,00"
2017-08-04,"17,660","39,11","0,62","4,12","3,23","932,00"
2017-08-07,"17,630","39,11","0,62","4,12","3,23","932,00"
2017-08-08,"17,600","39,11","0,62","4,12","3,23","932,00"
2017-08-09,"17,480","39,11","0,62","4,12","3,23","932,00"
2017-08-10,"17,360","39,11","0,62","4,12","3,23","932,00"
2017-08-11,"17,370","39,11","0,62","4,12","3,23","932,00"
2017-08-14,"17,700","39,11","0,62","4,12","3,23","932,00"
2017-08-15,"17,850","39,11","0,62","4,12","3,23","932,00"
2017-08-16,"17,930","39,11","0,62","4,12","3,23","932,00"
2017-08-17,"17,850","39,11","0,62","4,12","3,23","932,00"
2017-08-18,"17,670","39,11","0,62","4,12","3,23","932,00"
2017-08-21,"17,830","39,11","0,62","4,12","3,23","932,00"
2017-08-22,"17,850","39,11","0,62","4,12","3,23","932,00"
2017-08-23,"17,790","39,11","0,62","4,12","3,23","932,00"
2017-08-24,"17,700","39,11","0,62","4,12","3,23","932,00"
2017-08-25,"17,830","39,11","0,62","4,12","3,23","932,00"
2017-08-28,"17,690","39,11","0,62","4,12","3,23","932,00"
2017-08-29,"17,510","39,11","0,62","4,12","3,23","932,00"
2017-08-30,"17,980","39,11","0,62","4,12","3,23","932,00"
2017-08-31,"18,210","39,11","0,62","4,12","3,23","932,00"
2017-09-01,"18,270","39,11","0,62","4,12","3,23","932,00"
2017-09-04,"18,200","39,11","0,62","4,12","3,23","932,00"
